id-lieu,id-civ,nom-commun,id-dict,categorie-id,type-commun,type-commun-id,no-civique,voie,type-voie,lien-voie,nom-voie,code-postal,secteur-amena,district-electoral,id-district-electoral,ex-ville,id-ex-ville,coord-x,coord-y,latitude,longitude
79,39351,Centre Alain-Grandbois,,Lieu public - Ville de Laval,Édifice municipal,8,4300,Boulevard Samson,Boulevard,,Samson,H7W 2G9,3,L'Abord-à-Plouffe,13,Chomedey,CH,285159.1,5043643.4,45.53243011,-73.75146672
120,41571,Comptoir multiservice,,Lieu public - Ville de Laval,Édifice municipal,8,1333,Boulevard Chomedey,Boulevard,,Chomedey,H7V 3Y1,3,Souvenir-Labelle,12,Chomedey,CH,285774.1536,5045667.467,45.55066031,-73.74367079
121,2895,Cour municipale,,Lieu public - Ville de Laval,Édifice municipal,8,55,Boulevard des Laurentides,Boulevard,des,Laurentides,H7G 2T1,2,Duvernay-Pont-Viau,4,Pont-Viau,PV,290688.8,5046804.5,45.5610086,-73.68076033
122,105305,Fourrière municipale,,Lieu public - Ville de Laval,Édifice municipal,8,1535,Rue Cunard,Rue,,Cunard,H7S 2H8,2,Renaud,7,Chomedey,CH,286302.4,5049131.7,45.58184659,-73.73703647
127,71462,Gendarmerie (Édifice Valérie-Gignac),,Lieu public - Ville de Laval,Édifice municipal,8,3225,Boulevard Saint-Martin Est,Boulevard,,Saint-Martin Est,H7E 4Y5,1,Val-des-Arbres,3,Duvernay,DU,290869.8,5051616.2,45.60430918,-73.678579
153,41567,Hôtel de ville,,Lieu public - Ville de Laval,Édifice municipal,8,1,Place du Souvenir,Place,du,Souvenir,H7V 1W7,3,Souvenir-Labelle,12,Chomedey,CH,285689.645,5045755.938,45.55145408,-73.74475656
161,51130,Maison des arts de Laval,,Lieu public - Ville de Laval,Édifice municipal,8,1395,Boulevard de la Concorde Ouest,Boulevard,de la,Concorde Ouest,H7N 5W1,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287895.1,5046552.1,45.5586752,-73.71653785
516,136561,Quartier général de la police,,Lieu public - Ville de Laval,Édifice municipal,8,2911,Boulevard Chomedey,Boulevard,,Chomedey,H7P 0B8,5,Fabreville,20,Chomedey,CH,283976,5048007,45.57166055,-73.76679976
1,480,Aréna Cartier,7781,Lieu public - Ville de Laval,Aréna,1,100,Montée Major,Montée,,Major,H7N 4S4,2,Marigot,5,Laval-des-Rapides,LR,290415.9,5046559.5,45.55879843,-73.68424888
2,848,Aréna Chomedey,7782,Lieu public - Ville de Laval,Aréna,1,1160,Boulevard Pie-X,Boulevard,,Pie-X,H7V 3B5,3,Souvenir-Labelle,12,Chomedey,CH,285473.1,5045312.6,45.54745883,-73.74751244
3,7936,Aréna Hartland-Monahan,7783,Lieu public - Ville de Laval,Aréna,1,6200,Boulevard Arthur-Sauvé,Boulevard,,Arthur-Sauvé,H7R 3X7,4,Laval-les-Îles,17,Laval-Ouest,LO,276233.2,5045318.1,45.54719065,-73.86584269
4,906,Aréna Lucerne,7784,Lieu public - Ville de Laval,Aréna,1,1750,Rue de Neuville,Rue,de,Neuville,H7M 2E2,6,Vimont,8,Vimont,VI,287784.9,5051122.9,45.5998017,-73.71810859
5,407,Aréna Mike-Bossy,7787,Lieu public - Ville de Laval,Aréna,1,163,Boulevard Sainte-Rose Est,Boulevard,,Sainte-Rose Est,H7H 1P2,6,Auteuil,10,Auteuil,AU,284636.2699,5054061.873,45.62616287,-73.75859053
6,917,Aréna Richard-Trottier,7779,Lieu public - Ville de Laval,Aréna,1,3155,Rue Esther,Rue,,Esther,H7P 2G8,5,Marc-Aurèle-Fortin,19,Fabreville,FA,281729.8133,5048636.66,45.57725552,-73.79560755
7,821,Aréna Saint-François,7786,Lieu public - Ville de Laval,Aréna,1,9449,Rue De Tilly,Rue,,De Tilly,H7A 3S3,1,Saint-François,1,Saint-François,FR,298602.255,5059550.959,45.67581971,-73.57955348
8,934,Aréna Samson,7785,Lieu public - Ville de Laval,Aréna,1,655,Rue Sylvie,Rue,,Sylvie,H7X 2X2,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,281095.9,5042954.4,45.52610395,-73.80345474
9,696,Aréna Yvon-Chartrand,7780,Lieu public - Ville de Laval,Aréna,1,4100,Boulevard de la Concorde Est,Boulevard,de la,Concorde Est,H7E 2E3,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292786.4,5051285.2,45.60136652,-73.65400098
541,141846,Complexe sportif Guimond,,Lieu privé,Aréna,1,4355,Desserte nord Laval Ouest (A-440),Desserte nord,,Laval Ouest (A-440),H7P 4W6,5,Fabreville,20,Chomedey,CH,282657.4174,5047069.374,45.56318288,-73.78365094
542,107380,Colisée de Laval,,Lieu privé,Aréna,1,1110,Avenue Desnoyers,Avenue,,Desnoyers,H7C 1Y5,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293058.8,5052649.3,45.61364567,-73.65054196
543,125097,Place publique à Centropolis,,Lieu public - Autre,Autres,22,1799,Avenue Pierre-Péladeau,Avenue,,Pierre-Péladeau,H7T 2Y5,3,Renaud,7,Chomedey,CH,285895.8344,5046925.753,45.56198602,-73.74216102
544,11738,Place publique de Sainte-Dorothée,,Lieu public - Autre,Autres,22,670,Rue de la Place-Publique,Rue,de la,Place-Publique,H7X 1G1,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,279743.1771,5043230.545,45.52854145,-73.82078586
545,116095,Cosmodôme,,Lieu privé,Autres,22,2150,Desserte ouest des Laurentides (A-15),Desserte ouest,des,Laurentides (A-15),H7T 2T8,3,Renaud,7,Chomedey,CH,285738.3,5047474.5,45.56691949,-73.7442004
546,50095,Musée Armand-Frappier,,Lieu privé,Autres,22,531,Boulevard des Prairies,Boulevard,des,Prairies,H7V 1B7,3,Souvenir-Labelle,12,Laval-des-Rapides,LR,287760.025,5044588.202,45.54100018,-73.71819965
547,26189,Parvis de l'église Sainte-Rose,,Lieu public - Autre,Autres,22,219,Boulevard Sainte-Rose,Boulevard,,Sainte-Rose,H7L 1L7,5,Sainte-Rose,21,Sainte-Rose,RO,282388.4,5052697.1,45.61381357,-73.78735534
551,142637,Place Claude-Léveillée,,Lieu public - Autre,Autres,22,1700,Rue Jacques-Tétreault,Rue,,Jacques-Tétreault,H7N 0B6,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287554.9261,5046558.327,45.55872289,-73.72089538
10,114373,Belvédère Papineau,3071,Lieu public - Ville de Laval,Belvédère,2,2200,Boulevard Lévesque Est,Boulevard,,Lévesque Est,,1,Duvernay-Pont-Viau,4,Duvernay,DU,291606.5,5048798.5,45.57896918,-73.66905874
11,962,Belvédère Pie-IX,3072,Lieu public - Ville de Laval,Belvédère,2,4400,Boulevard Lévesque Est,Boulevard,,Lévesque Est,,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293201.7,5051261.2,45.60115762,-73.64867675
12,114357,Berge aux Quatre-Vents,2476,Lieu public - Ville de Laval,Berge,3,925,Rue Riviera,Rue,,Riviera,,4,Laval-les-Îles,17,Laval-Ouest,LO,275222.1,5044749.8,45.54203479,-73.87875679
13,114345,Berge Berthiaume-Du Tremblay,2454,Lieu public - Ville de Laval,Berge,3,60,Promenade des Îles,Promenade,des,Îles,,3,L'Abord-à-Plouffe,13,Chomedey,CH,285234.7148,5043001.938,45.52666017,-73.75047299
14,133536,Berge Camille-Barbe,7824,Lieu public - Ville de Laval,Berge,3,1350,Rue du Phare,Rue,du,Phare,,4,L'Orée-des-bois,18,Fabreville,FA,277492.9,5048003.8,45.57140757,-73.84986051
15,114347,Berge Couvrette,2462,Lieu public - Ville de Laval,Berge,3,620,Chemin du Bord-de-l'Eau,Chemin,du,Bord-de-l'Eau,,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,280530.3,5042259.5,45.51983159,-73.8106609
16,114348,Berge de la Brise,2460,Lieu public - Ville de Laval,Berge,3,6200,Boulevard Lévesque Est,Boulevard,,Lévesque Est,,1,Saint-Vincent-de-Paul,2,Duvernay,DU,294037.6001,5054179.6,45.62743149,-73.63802592
17,128892,Berge de la Halte-à-la-Rivière,7852,Lieu public - Ville de Laval,Berge,3,250,Rue Larivière,Rue,,Larivière,,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,281973.6032,5041842.221,45.51612554,-73.79216692
18,954,Berge de l'Alose,2455,Lieu public - Ville de Laval,Berge,3,3560,Rue du Barrage,Rue,du,Barrage,,1,Duvernay-Pont-Viau,4,Saint-Vincent-de-Paul,VP,292675.6188,5050374.669,45.59317142,-73.65539845
19,114356,Berge de l'Anse,2456,Lieu public - Ville de Laval,Berge,3,3760,3e Avenue,Avenue,,3e,,4,Laval-les-Îles,17,Laval-Ouest,LO,275087.1003,5044587.6,45.54056954,-73.88047563
20,114360,Berge de l'Anse-Bleue,2457,Lieu public - Ville de Laval,Berge,3,180,Boulevard des Prairies,Boulevard,des,Prairies,H7N 2T9,2,Marigot,5,Laval-des-Rapides,LR,289750.6999,5045776.7,45.55174051,-73.69274543
21,128866,Berge de la Plage-des-Îles,7827,Lieu public - Ville de Laval,Berge,3,1015,Rue de Bordeaux,Rue,de,Bordeaux,H7P 3Z6,5,Marc-Aurèle-Fortin,19,Fabreville,FA,278932.6,5048694.3,45.5776758,-73.83145184
22,86489,Berge de la Plage-Idéale,2474,Lieu public - Ville de Laval,Berge,3,7919,Rue Bellehumeur,Rue,,Bellehumeur,,6,Auteuil,10,Auteuil,AU,284791.295,5056878.627,45.65151286,-73.75671814
23,114344,Berge de la Plage-Jacques-Cartier,2475,Lieu public - Ville de Laval,Berge,3,130,Rue Bérard,Rue,,Bérard,,6,Auteuil,10,Auteuil,AU,284578.0999,5056968.4,45.65231447,-73.75945721
24,119367,Berge de la Promenade,7631,Lieu public - Ville de Laval,Berge,3,90,Promenade des Îles,Promenade,des,Îles,,3,L'Abord-à-Plouffe,13,Chomedey,CH,284926.7002,5042678.8,45.52374376,-73.75440302
25,959,Berge de la Rive,2477,Lieu public - Ville de Laval,Berge,3,1810,Boulevard Cartier Est,Boulevard,,Cartier Est,H7G 4T9,2,Duvernay-Pont-Viau,4,Duvernay,DU,291485.6,5048198.5,45.57356791,-73.67059157
26,114350,Berge de l'Harmonie,6861,Lieu public - Ville de Laval,Berge,3,349,Rue de l'Harmonie,Rue,de l',Harmonie,H7A 4E7,1,Saint-François,1,Duvernay,DU,298276.8999,5057801.2,45.66007212,-73.58370623
27,114365,Berge Délia-Tétreault,2469,Lieu public - Ville de Laval,Berge,3,35,Place Juge-Desnoyers,Place,,Juge-Desnoyers,,2,Duvernay-Pont-Viau,4,Pont-Viau,PV,290988.1,5046543,45.55866155,-73.67691902
28,128864,Boisé de l'Orée-des-Bois,7825,Lieu public - Ville de Laval,Berge,3,1208,37e Avenue,Avenue,,37e ,H7R 4W4,4,L'Orée-des-bois,18,Fabreville,FA,277847.7003,5048206.7,45.57324713,-73.84532606
29,102602,Berge des Baigneurs,2458,Lieu public - Ville de Laval,Berge,3,13,Rue Hotte,Rue,,Hotte,H7L 2R2,5,Sainte-Rose,21,Sainte-Rose,RO,282375.2,5052917.8,45.61579904,-73.78753473
30,116681,Berge des Balades,7545,Lieu public - Ville de Laval,Berge,3,4595,Boulevard Sainte-Rose,Boulevard,,Sainte-Rose,H7R 1Y5,4,L'Orée-des-bois,18,Fabreville,FA,276705.4,5047005.1,45.56238977,-73.85989243
31,114346,Berge des Cageux,2461,Lieu public - Ville de Laval,Berge,3,3676,Boulevard Lévesque Ouest,Boulevard,,Lévesque Ouest,H7V 1E8,3,L'Abord-à-Plouffe,13,Chomedey,CH,286451.9001,5043732.2,45.5332644,-73.73491819
32,114351,Berge des Écores,2464,Lieu public - Ville de Laval,Berge,3,1790,Boulevard Cartier Est,Boulevard,,Cartier Est,,2,Duvernay-Pont-Viau,4,Duvernay,DU,291444.6,5047953.9,45.57136614,-73.6711102
33,114364,Berge des Eudistes,2465,Lieu public - Ville de Laval,Berge,3,376,Boulevard des Prairies,Boulevard,des,Prairies,H7N 2V7,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,288607.0003,5045230.9,45.54680358,-73.70737533
34,114359,Berge des Goélands,2467,Lieu public - Ville de Laval,Berge,3,5105,Rue Riviera,Rue,,Riviera,,4,L'Orée-des-bois,18,Laval-Ouest,LO,275796.638,5046469.549,45.55753353,-73.87150169
35,114349,Berge des Pinsons,2473,Lieu public - Ville de Laval,Berge,3,7250,Boulevard Lévesque Est,Boulevard,,Lévesque Est,H7A 1R8,1,Saint-Vincent-de-Paul,2,Duvernay,DU,296194.9,5056466.9,45.64804315,-73.61039939
36,114363,Berge du Crochet,2463,Lieu public - Ville de Laval,Berge,3,118,Boulevard des Prairies,Boulevard,des,Prairies,H7N 2T5,2,Marigot,5,Laval-des-Rapides,LR,290299.002,5045936.196,45.55318733,-73.68572776
37,955,Berge du Garrot,2466,Lieu public - Ville de Laval,Berge,3,345,Boulevard Sainte-Rose,Boulevard,,Sainte-Rose,H7L 1M7,5,Sainte-Rose,21,Sainte-Rose,RO,281670,5052090,45.60832726,-73.79653755
38,114358,Berge du Grand-Brochet,2468,Lieu public - Ville de Laval,Berge,3,1795,Rue Riviera,Rue,,Riviera,,4,Laval-les-Îles,17,Laval-Ouest,LO,275038.4058,5045421.107,45.5480675,-73.88114983
39,114352,Berge du Grand-Héron,6839,Lieu public - Ville de Laval,Berge,3,1280,43e Avenue,Avenue,,43e ,,4,L'Orée-des-bois,18,Fabreville,FA,278151.816,5048674.442,45.57746765,-73.84145516
40,95307,Berge du Havre,7472,Lieu public - Ville de Laval,Berge,3,4028,Rue du Havre,Rue,du,Havre,,3,L'Abord-à-Plouffe,13,Chomedey,CH,285908.0325,5043481.708,45.53099587,-73.74187182
41,128897,Berge Dumais,7856,Lieu public - Ville de Laval,Berge,3,1450,Rue Dumais,Rue,,Dumais,,4,Laval-les-Îles,17,Sainte-Dorothée,DO,276436.6663,5042544.978,45.52224586,-73.86307643
42,114354,Berge du Pêcheur,2471,Lieu public - Ville de Laval,Berge,3,5855,Rue Labrèche,Rue,,Labrèche,H7B 1A5,1,Saint-François,1,Saint-François,FR,293344.7,5061008.4,45.68886701,-73.64707299
43,114361,Berge du Père-Dalmas,2472,Lieu public - Ville de Laval,Berge,3,40,Boulevard des Prairies,Boulevard,des,Prairies,,2,Marigot,5,Laval-des-Rapides,LR,290831.0679,5046296.928,45.55644419,-73.67892343
44,114355,Berge du Vieux-Moulin,2479,Lieu public - Ville de Laval,Berge,3,8600,Boulevard Lévesque Est,Boulevard,,Lévesque Est,,1,Saint-François,1,Saint-François,FR,299238.0002,5058540.5,45.66673283,-73.57138158
45,3839,Berge Jean-Roger-Grégoire,8173,Lieu public - Ville de Laval,Berge,3,6170,Boulevard Lévesque Est,Boulevard,,Lévesque Est,H7C 1P2,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293935.5293,5053904.323,45.6249529,-73.63932882
46,79323,Berge Léonard-Éthier,5695,Lieu public - Ville de Laval,Berge,3,6275,Rue Dessureaux,Rue,,Dessureaux,H7B 1B1,1,Saint-François,1,Saint-François,FR,294188.4783,5060904.833,45.68794853,-73.63623761
47,128865,Berge Mattawa,7826,Lieu public - Ville de Laval,Berge,3,1697,Boulevard Mattawa,Boulevard,,Mattawa,H7P 4M2,5,Marc-Aurèle-Fortin,19,Fabreville,FA,279628.8726,5051458.523,45.60257423,-73.82267279
48,114353,Berge Olivier-Charbonneau,2470,Lieu public - Ville de Laval,Berge,3,10820,Boulevard Lévesque Est,Boulevard,,Lévesque Est,H7A 4C6,1,Saint-François,1,Saint-François,FR,302458.8,5061964.1,45.69755723,-73.53006299
49,114367,Berge Saint-Vincent,2478,Lieu public - Ville de Laval,Berge,3,300,Avenue Bellevue,Avenue,,Bellevue,,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293695.2001,5052325.9,45.61074611,-73.6423749
50,100592,Bibliothèque Émile-Nelligan,7887,Lieu public - Ville de Laval,Bibliothèque,4,325,Boulevard Cartier Ouest,Boulevard,,Cartier Ouest,H7N 2J5,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,288570,5045827.3,45.5521693,-73.70786895
51,1089,Bibliothèque Gabrielle-Roy,7888,Lieu public - Ville de Laval,Bibliothèque,4,3505,Boulevard Dagenais Ouest,Boulevard,,Dagenais Ouest,H7P 4V9,5,Marc-Aurèle-Fortin,19,Fabreville,FA,280562.1,5048688.1,45.57767869,-73.81057226
52,1086,Bibliothèque Germaine-Guèvremont,7889,Lieu public - Ville de Laval,Bibliothèque,4,2900,Boulevard de la Concorde Est,Boulevard,de la,Concorde Est,H7E 2B6,1,Duvernay-Pont-Viau,4,Duvernay,DU,291564.8,5050133,45.59097657,-73.66962923
53,42545,Bibliothèque Laure-Conan,7890,Lieu public - Ville de Laval,Bibliothèque,4,4660,Boulevard des Laurentides,Boulevard,des,Laurentides,H7K 2J4,6,Saint-Bruno,9,Auteuil,AU,286026,5052901.4,45.6157597,-73.74072336
54,117093,Bibliothèque Marius-Barbeau,7891,Lieu public - Ville de Laval,Bibliothèque,4,1245,Montée du Moulin,Montée,du,Moulin,H7A 3V6,1,Saint-François,1,Saint-François,FR,298404.9484,5059748.37,45.67759425,-73.58208868
55,41553,Bibliothèque Multiculturelle,7895,Lieu public - Ville de Laval,Bibliothèque,4,1535,Boulevard Chomedey,Boulevard,,Chomedey,H7V 3R2,3,Souvenir-Labelle,12,Chomedey,CH,285498.4,5045919.1,45.55291699,-73.74721235
56,6880,Bibliothèque Philippe-Panneton,7892,Lieu public - Ville de Laval,Bibliothèque,4,4747,Boulevard Arthur-Sauvé,Boulevard,,Arthur-Sauvé,H7R 5P8,4,L'Orée-des-bois,18,Laval-Ouest,LO,275989.1,5045910.9,45.55251471,-73.86900361
57,26308,Bibliothèque Sylvain-Garneau,7893,Lieu public - Ville de Laval,Bibliothèque,4,187,Boulevard Sainte-Rose,Boulevard,,Sainte-Rose,H7L 1L5,5,Sainte-Rose,21,Sainte-Rose,RO,282577.7771,5052870.581,45.61538067,-73.78493513
58,11738,Bibliothèque Yves-Thériault,7894,Lieu public - Ville de Laval,Bibliothèque,4,670,Rue de la Place-Publique,Rue,de la,Place-Publique,H7X 1G1,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,279743.1771,5043230.545,45.52854145,-73.82078586
524,61938,Bois Duvernay,,Lieu public - Ville de Laval,Bois,18,2933,Rang Saint-Elzéar Est,Rang,,Saint-Elzéar Est,H7E 4P2,1,Val-des-Arbres,3,Duvernay,DU,289349.6,5053699.3,45.6230212,-73.69813317
525,,"Bois de la Source(1130 18e Av Laval, QC H7R 4P6)",,Lieu public - Ville de Laval,Bois,18,,,,,,,,,,,,,,,
526,148083,"Bois de l'Équerre (Rang de l'Équerre, Laval, QC H7L 6A1)",,Lieu public - Ville de Laval,Bois,18,49,Rang de l'Équerre,Rang,de l',Équerre,H7L 6A3,5,Sainte-Rose,21,Sainte-Rose,RO,284190.1039,5051999.044,45.60758812,-73.76422515
59,490,BML secteur 1,7896,Lieu public - Ville de Laval,Bureau municipal lavallois,5,4010,Boulevard Saint-Martin Est,Boulevard,,Saint-Martin Est,H7E 5B3,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,291983.3517,5052456.235,45.61188942,-73.66432589
60,117093,"BML secteur 1, Satellite",7897,Lieu public - Ville de Laval,Bureau municipal lavallois,5,1245,Montée du Moulin,Montée,du,Moulin,H7A 3V6,1,Saint-François,1,Saint-François,FR,298404.9484,5059748.37,45.67759425,-73.58208868
61,83759,BML secteur 2,7898,Lieu public - Ville de Laval,Bureau municipal lavallois,5,62,Rue Saint-Florent,Rue,,Saint-Florent,H7G 2H9,2,Duvernay-Pont-Viau,4,Pont-Viau,PV,289745.5537,5048165.905,45.57323914,-73.69288489
62,84314,BML secteur 3,7899,Lieu public - Ville de Laval,Bureau municipal lavallois,5,435,Boulevard Curé-Labelle,Boulevard,,Curé-Labelle,H7V 2S8,3,L'Abord-à-Plouffe,13,Chomedey,CH,286206,5044356.9,45.53887912,-73.73809024
63,1117,BML secteur 4,7900,Lieu public - Ville de Laval,Bureau municipal lavallois,5,6500,Boulevard Arthur-Sauvé,Boulevard,,Arthur-Sauvé,H7R 3X7,4,Laval-les-Îles,17,Laval-Ouest,LO,276330.9,5045314.3,45.54716046,-73.86459129
64,101219,BML secteur 5,7901,Lieu public - Ville de Laval,Bureau municipal lavallois,5,2975,Boulevard Dagenais Ouest,Boulevard,,Dagenais Ouest,H7P 1T3,5,Marc-Aurèle-Fortin,19,Fabreville,FA,282436,5048968.6,45.58026544,-73.78657421
65,42544,BML secteur 6,7903,Lieu public - Ville de Laval,Bureau municipal lavallois,5,55,Rue de Belgrade Ouest,Rue,de,Belgrade Ouest,H7K 2Z7,6,Saint-Bruno,9,Auteuil,AU,285930.5,5052815.3,45.61498237,-73.74194453
68,102929,Caserne de pompiers 1,,Lieu public - Ville de Laval,Caserne de pompiers,6,53,Boulevard des Laurentides,Boulevard,des,Laurentides,H7G 2S9,2,Duvernay-Pont-Viau,4,Pont-Viau,PV,290751.1976,5046730.604,45.56034492,-73.67995892
69,87795,Caserne de pompiers 2,,Lieu public - Ville de Laval,Caserne de pompiers,6,2,Place du Souvenir,Place,du,Souvenir,H7V 1W7,3,Souvenir-Labelle,12,Chomedey,CH,285751.7575,5045764.315,45.55153116,-73.74396139
70,77036,Caserne de pompiers 3,,Lieu public - Ville de Laval,Caserne de pompiers,6,4111,Boulevard de la Concorde Est,Boulevard,de la,Concorde Est,H7E 5A5,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292748.6,5051376.2,45.60218471,-73.65448778
71,14649,Caserne de pompiers 4,,Lieu public - Ville de Laval,Caserne de pompiers,6,950,Boulevard de l'Hôtel-de-Ville,Boulevard,de l',Hôtel-de-Ville,H7X 2K8,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,280188,5043389.8,45.52999032,-73.81509918
72,998,Caserne de pompiers 5,,Lieu public - Ville de Laval,Caserne de pompiers,6,6645,Rue Duranleau,Rue,,Duranleau,H7B 1C5,1,Saint-François,1,Saint-François,FR,295007.2,5060197.3,45.68159412,-73.62571209
73,91761,Caserne de pompiers 6,,Lieu public - Ville de Laval,Caserne de pompiers,6,2392,35e Avenue,Avenue,,35e ,H7R 3P4,4,Laval-les-Îles,17,Laval-Ouest,LO,275664.1363,5045682.184,45.55044316,-73.87315197
74,1088,Caserne de pompiers 7,,Lieu public - Ville de Laval,Caserne de pompiers,6,6200,Boulevard des Laurentides,Boulevard,des,Laurentides,H7H 1N5,6,Auteuil,10,Auteuil,AU,284943.3,5055170.8,45.63615,-73.75469824
75,112735,Caserne de pompiers 8,,Lieu public - Ville de Laval,Caserne de pompiers,6,555,Boulevard Curé-Labelle,Boulevard,,Curé-Labelle,H7L 5R7,5,Fabreville,20,Sainte-Rose,RO,282370.9,5050169.2,45.59106656,-73.78746353
76,105243,Caserne de pompiers 9,,Lieu public - Ville de Laval,Caserne de pompiers,6,1655,Boulevard des Laurentides,Boulevard,des,Laurentides,H7M 2P3,6,Vimont,8,Vimont,VI,287618.4638,5050658.629,45.59561999,-73.7202257
80,1117,Centre communautaire Accès,7970,Lieu public - Ville de Laval,Centre communautaire,7,6500,Boulevard Arthur-Sauvé,Boulevard,,Arthur-Sauvé,H7R 3X7,4,Laval-les-Îles,17,Laval-Ouest,LO,276330.9,5045314.3,45.54716046,-73.86459129
81,1088,Centre communautaire Auteuil,7947,Lieu public - Ville de Laval,Centre communautaire,7,6200,Boulevard des Laurentides,Boulevard,des,Laurentides,H7H 1N5,6,Auteuil,10,Auteuil,AU,284943.3,5055170.8,45.63615,-73.75469824
82,474,Centre communautaire Bigras,7934,Lieu public - Ville de Laval,Centre communautaire,7,886,Chemin de la Fourche,Chemin,de la,Fourche,H7Y 1T1,4,Laval-les-Îles,17,Îles-Laval,IL,276963.9,5042236.3,45.51948956,-73.85630996
83,79686,Centre communautaire Boileau,7905,Lieu public - Ville de Laval,Centre communautaire,7,7100,Boulevard des Mille-Îles,Boulevard,des,Mille-Îles,H7A 4B3,1,Saint-François,1,Saint-François,FR,295676.6575,5061299.403,45.6915201,-73.61713885
84,494,Centre communautaire Champfleury,7971,Lieu public - Ville de Laval,Centre communautaire,7,2585,Boulevard des Oiseaux,Boulevard,des,Oiseaux,H7L 4M4,5,Fabreville,20,Sainte-Rose,RO,283154.665,5049745.793,45.5872815,-73.77739972
85,89906,Centre communautaire de la Canadienne,7942,Lieu public - Ville de Laval,Centre communautaire,7,1222,Chemin du Bord-de-l'Eau,Chemin,du,Bord-de-l'Eau,H7Y 1B3,4,Laval-les-Îles,17,Sainte-Dorothée,DO,277502.6,5042670.5,45.52341789,-73.84943876
86,14649,Centre communautaire de la Caserne-des-Pompiers,7939,Lieu public - Ville de Laval,Centre communautaire,7,950,Boulevard de l'Hôtel-de-Ville,Boulevard,de l',Hôtel-de-Ville,H7X 2K8,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,280188,5043389.8,45.52999032,-73.81509918
87,78184,Centre communautaire de l'Ex-Garage (C.P.A.L.),7924,Lieu public - Ville de Laval,Centre communautaire,7,4939,Rue de la Fabrique,Rue,de la,Fabrique,H7C 1E4,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293086.6,5052623.3,45.61341218,-73.6501849
88,91759,Centre communautaire de l'Ex-Garage-Municipal,7940,Lieu public - Ville de Laval,Centre communautaire,7,2388,35e Avenue,Avenue,,35e ,H7R 3P4,4,Laval-les-Îles,17,Laval-Ouest,LO,275652.7688,5045698.654,45.55059089,-73.87329853
89,78542,Centre communautaire de l'Ex-Hôtel-de-Ville,7910,Lieu public - Ville de Laval,Centre communautaire,7,1111,Place J.-Eudes-Blanchard,Place,,J.-Eudes-Blanchard,H7C 1T1,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293380.1,5052874.2,45.61567472,-73.64642763
90,1829,Centre communautaire des Chênes,7938,Lieu public - Ville de Laval,Centre communautaire,7,355,Rue les Érables,Rue,les,Érables,H7R 1A3,4,Laval-les-Îles,17,Laval-sur-le-Lac,LL,275021.7,5042770.7,45.52421795,-73.8812026
91,26488,Centre communautaire des Jeunes-de-Sainte-Rose,7945,Lieu public - Ville de Laval,Centre communautaire,7,155,Boulevard Je-Me-Souviens,Boulevard,,Je-Me-Souviens,H7L 1V6,5,Sainte-Rose,21,Sainte-Rose,RO,282816.9,5052498.1,45.61203663,-73.78185233
92,49113,Centre communautaire des Lacasse,7949,Lieu public - Ville de Laval,Centre communautaire,7,905,Avenue des Lacasse,Avenue,des,Lacasse,H7K 3W3,6,Auteuil,10,Auteuil,AU,286283.8,5053932.8,45.62504732,-73.737457
93,86515,Centre sportif Josée-Faucher,7928,Lieu public - Ville de Laval,Centre communautaire,7,125,Boulevard des Prairies,Boulevard,des,Prairies,H7N 2T6,2,Marigot,5,Laval-des-Rapides,LR,289939.1,5046058.1,45.55427667,-73.69034104
94,33412,Centre communautaire du Chalet-des-Érables,7950,Lieu public - Ville de Laval,Centre communautaire,7,7,8e Avenue,Avenue,,8e ,H7H 2L9,6,Auteuil,10,Auteuil,AU,283596.8,5055714.8,45.64100516,-73.77199304
95,485,Centre communautaire du Chalet-Municipal,7912,Lieu public - Ville de Laval,Centre communautaire,7,3999,Boulevard de la Concorde Est,Boulevard,de la,Concorde Est,H7E 5A5,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292565.7,5051366.3,45.60209243,-73.65683214
